last_name,first_name,street,street_number,occupation,section,honorific,additional_notes
Baumgartner,A.,,,"Pfr., Religion, Geschichte",Neue Mädchenschule Lehrer,,
Borei,Dr.,,,Französisch Lehrer,Neue Mädchenschule Lehrer,,
Born,K.,,,"Zeichnen, Kunstgeschichte",Neue Mädchenschule Lehrer,,
Bovet,A.,,,"Pfr., Religion",Neue Mädchenschule Lehrer,,
Buchmüller,G.,,,Gesang Lehrer,Neue Mädchenschule Lehrer,,
Hutmacher,G.,,,Turnen Lehrer,Neue Mädchenschule Lehrer,,
Marti,F.,,,"Mathematik, Naturkunde, Turnen Lehrer",Neue Mädchenschule Lehrer,,
Wernly,J.,,,"Gymnasiallehrer, Arithmetik",Neue Mädchenschule Lehrer,,
Schmid,F.,,,Klassenlehrerin (Seminarklassen I-III; Oberklasse),Neue Mädchenschule Klassenlehrerinnen,Frl.,
Rohner,Anna,,,Sekundarschule Lehrerin (I. Sek.-Klasse),Neue Mädchenschule Sekundarschule,Frl.,
Abegg,Anna,,,Sekundarschule Lehrerin (II. Sek.-Kl.),Neue Mädchenschule Sekundarschule,,
Schärer,Rosa,,,Sekundarschule Lehrerin (III. Sek.-Kl.),Neue Mädchenschule Sekundarschule,,
Eschbacher,Ida,,,Sekundarschule Lehrerin (IV. Sek.-Kl.),Neue Mädchenschule Sekundarschule,,
Knutti,Ros.,,,Sekundarschule Lehrerin (V. Sek.-Kl.),Neue Mädchenschule Sekundarschule,,
Lauterburg,Hanna,,,Elementarschule Lehrerin (I. Elem.-Kl.),Neue Mädchenschule Elementarschule,Frl.,
Masson,L.,,,Elementarschule Lehrerin (II. Klein.-Kl.),Neue Mädchenschule Elementarschule,,
Vuilleme,Elm.,,,Elementarschule Lehrerin (III. Elem.-Kl.),Neue Mädchenschule Elementarschule,,
Müller,S.,,,Elementarschule Lehrerin (IV. Elem.-Kl.),Neue Mädchenschule Elementarschule,,
Luginbühl,Al.,,,Kindergarten Vorsteherin,Neue Mädchenschule Kindergarten,Frl.,
Grüner,El.,,,Französisch Fachlehrerin,Neue Mädchenschule Fachlehrerinnen,Frl.,
Ischer,Malen,,,Fachlehrerin,Neue Mädchenschule Fachlehrerinnen,Frl.,
Keller,,,,Zeichnen Fachlehrerin,Neue Mädchenschule Fachlehrerinnen,Frl.,
Körber,M.,,,Französisch Fachlehrerin,Neue Mädchenschule Fachlehrerinnen,,
Lüscher,A.,,,Englisch Fachlehrerin,Neue Mädchenschule Fachlehrerinnen,Frl.,
Obrist,Frieda,,,"Französisch, Handarbeiten",Neue Mädchenschule Fachlehrerinnen,,
Tieche-Mieville,Al.,,,Handarbeiten Lehrerin; Abwartin,Neue Mädchenschule,Frau,
Lehmann,Fritz,Schwarzthorstrasse,93,Telephonbeamter,Mattenhof,,"vom 1. Mai 1900 an Länggasse, Eschenweg 15"
Lehmann,Fritz,Greyerzweg,25,in Firma Siegenthaler & Lehmann,Breitenrain,,
Lehmann,G.,Könizstrasse,8,Dachdecker,,,
Lehmann,G.,Gerbergasse,43,Sattler und Tapezierer; Spezereihandlung,Matte,,1391
Lehmann,Gottfr.,Gerechtigkeitsgasse,52,Messerschmied; Schleiferei und Reparaturwerkstätte,,,
Lehmann,Gottfried,Schwarzthorstrasse,93,Bahnmeister der J. S.,,,
Lehmann,Gottl.,Dammweg,23,Zimmermann,Lori,,
Lehmann,Gottlob,Bärenplatz,11,Coiffeur,,,auch Kätiggässchen 12; (Schauplatzg. 21)
Lehmann,H. Ad.,Bundesgasse,8,Bankangestellter,,,
Lehmann,Kud.,Belpstrasse,53,Heizer bei Tramway,Mattenhof,,
Lehmann,J.,Aarbergergasse,18,Bandagist (Fa. Tschanz & Lehmann),,,
Lehmann,Jb.,Schifflaube,22,Bäcker,Matte,,
Lehmann,Joh.,Tiefenaustrasse,91,Küfermeister,,,
Lehmann,Joh.,Mittelstrasse,49,Bezirks-Polizist,Länggasse,,
Lehmann,Joh.,Steinhölzliweg,25,Landwirt,,,
Lehmann,Joh. Friedr.,Vereinsweg,18,Bankcommis,Länggasse,,
Lehmann,Jules,Gerechtigkeitsgasse,79,Lithographie und Accidenz-Druckerei,,,1482
Lehmann,Karl,Mühlenplatz,2,Gasarbeiter,Matte,,
Lehmann,Karl,Badgasse,25,Gipser,Matte,,
Lehmann,Karl,Besenscheuerweg,10a,Schriftsetzer,Mattenhof,,
Lehmann,Karl Gust. Ev.,Hallerstrasse,31,Musiker,Länggasse,,
Lehmann,Lina,Kramgasse,19,längere,,,
Lehmann,Ludw.,Freiburgstrasse,18,Abwart des Pharmakologischen und Toxikologischen Instituts,Inselspital,,
Aeberhard,Ad.,Metzgerg.,36,Musiker,,,
Aeberhard,Anna Barb.,Seidenweg,25,Privatiöre,Längg.,,Witwe
Aeberhard,Anna Magdl.,Junkerngasse,14,Privatiere,,Fräulein,
Aeberhard,E. F.,Marktgasse,42,Gehiilfe b. admin. Inspekt. des Eisenbahndep.,,,
Aeberhard,Franz,Metzgerg.,28,Glasergeselle,,,
Aeberhard,Fr. Ernst,Seilerstrasse,6,Commis,Mattenhof,,
Aeberhard,Friedrich,Länggassstrasse,69,gew. Stationsvorsteher,,,
Aeberhard,Gottl.,Neuengasse,16,Briefträger,,,Garnhandlung
Aeberhard,Hel. Marie,Blumenbevgstrasse,51,Speziererin,Spitalacker,Frl.,
Aeberhard,Job.,Bubenbergsrain,21,Dienstmann,Matte,,
Aeberhard,Job.,Seftigenstrasse,57,Schneider,Weissenbiihl,,
Aeberhard,J. F.,Forstw.,67,Schlosser,Längg.,,
Aeberhard,Karl Alb.,Kesslergasse,30,Konzertsänger,,,
Aeberhard,Lse.,Länggassstrasse,69,Angestellte der J. S.,,,
Aeberhard,Niki.,Neueng.,16,Privatier,,,
Aeberhard,Ros.,Lorrainestr.,15,Diakonissin,,,
Aeberhard,Rud.,Landhausweg,11,Mechaniker,Weissenb.,,
Aeberhard,Verena,Magazinweg,12,,Länggasse,,Wwe.
Aeberhardt,J. P.,Mattenhofstr.,31,Spezierer,,,
Aeberhart,Alex.,Schönauweg,10,Bahnarb.,Sandrain,,
Aeberli,A.,Sodweg,99,Herrenkonfektionsgeschäft,Länggasse,,
Aebersold,Chr.,Stahlen,34,Milchhändler,,,
Aebersold,Ed.,Stalden,5,Einleger,,,
Aebersold,Emst Emil,Nydeckhof,45,Schreiner,,,
Aebi,Chr.,Altenbergstr.,36,Dachdecker,,,
Aebi,Ernst,Terrassenweg,14,Fürsprecher (Firma Aebi und Hänni),Stadtbach,,
Aebi,Ernst,Altenbergstrasse,36,Schreinermeister,,,
Aebi,Ferd.,Amselweg,5,Angestellter d. Hypothekarkasse,Längg.,,
Aebi,F.,Neubriickstrasse,95,Wirt zur Neubriick,,,
Aebi,Frieda,Ifallwylstrasse,90,Längere,Kirchenfeld,,
Aebi,Fr.,Läuferplatz,8,Polizeikorporal,,,
Aebi,Fr.,Frohbergweg,10,Buchhalter,Länggasse,,
Aebi,Gottfr.,Bühlstrasse,25a,Zimmermann,Länggasse,,
Aebi,Gottfr.,Breitfeldstrasse,47,Zimmermann,Wyler,,
Aebi,Hans Ernst,Schwarzthorstrasse,55,Postcommis,Mattenhof,,
Aebi,J. G.,Altenbergstr.,46,Camionneur,,,
Aebi,J. J. F.,Bühlstrasse,16,Privatier,Länggasse,,(Aebi-Schlösschen)
Aebi,Joh.,Freiburgstrasse,56,Metzger,Holligen,,
Aebi,Kasp.,Altenbergstr.,36,Privatier,,,
Aebi,M.,Reichenbachstrasse,15,Privatanstalt „Zur Hoffnung“ für Schwachbegabte Kinder (Angestellte?),Aeussere Enge,Frl.,
Aebi,R.,Reichenbachstrasse,15,Postcommis,Aeussere Enge,,
Aebi,Rosa,Gerechtigkeitsgasse,76,Flickerin und Strickerin,,,
Aebi,Rudolf,Schwarzthorstrasse,27,Zimmermann,Mattenhof,,
Aebi,Sam.,Neufeldstrasse,34,Postcommis,Längg.,,
Aebi & Hänni,,Bärenplatz,21,Advokaturbureau,,,
Aebischer,Marg.,Brunngasse,62,,,,Wwe.
Aebischer,Karl Friedr.,Schauplatzgasse,33,Angestellter der landwirtschaftlichen Versuchsanstalt,,,
Aebischer,Richard Joh.,Aarbergergasse,10,gew. Wirt,,,
Abplanalp,Hans,Käfiggässchen,4,Wohnungsvermittlungsbureau und Generalagent der „Teutonia“; Vertr. der Auswanderungsagentur Zwilchenbart,"Linde, Murtenstrasse 30 (Vertrieb)",,
Abrezol,Em.,Zähringerstrasse,20,Inspektor der eidg. Telegraphen-Direktion,Längg.,,
Abt-Eggenschwyler,M. A.,Gesellschaftsstr.,3,Privatiere,Längg.,,
Abys,Lse.,Spitalg.,38,Kindergarderobe- u. Handschuhhandlung (Inhab.),,,Witwe
Accornero,Alex.,Weihergasse,11,Weinhändler,Marzili,,
Achermann,Lz.,Badg.,3,Krämer,Matte,,
Achermann,Marie und Emma,Badgasse,3,Wascherei und Glätterei,Matte,,
Ackeret,Karl,Nordweg,12,Kondukteur der S. O. B.,Lorraine,,
Kneubühl,Jak.,Metzgerg.,2,Dienstmann,,,
Kneubühler,Karol.,Kramg.,28,Privatiere,,,
Knobel,Fr.,Marktgasse,63,in Fa. Wyttenbach & Cie.,,,
Knobloch,Fr. L. FI.,Rosenweg,1,Steindrucker,Weissenbühl,,
Knopf,S.,Aeusseres Bollwerk,5 c und d,Bazar und Sortiments-Geschäft,,,
Knörr,Arn. Gust.,Luisenstrasse,6,Reisender,Kirchenfeld,,
Knörri,E.,Inneres Bollwerk,8,Amtsnotar,,,in Firma Kiesen & Knörri; Kirch(enfeld) Thunstrasse 16 (privatwohnung in Klammern)
Knus,J. J.,Stadtbachstr.,6a,Magaziner,,,
Knüsel,L.,Giessereiweg,18,Ausläufer,Sulgenbach,,
Knüss,L.,Vereinsweg,21,Schreinermeister,Länggasse,,
Knutti,Ohr.,Gerechtigkeitsgasse,3,Kutscher,,,
Kobi,Emil,Wylerstrasse,19,Postcommis,,,
Kobold,St.,Metzgergasse,49,Schuhmachennstr. u. Schuhhandlung,,,
Koch,Ant.,Könizstrasse,49,Schreiner,Mattenhof,,
Koch,Aug.,Helvetiastrasse,9,"Privatier, gew. Kapellmeist.",Kirchenfeld,,
Koch,Franz,Stalden,10,Schreinermeister,,,
Koch,Gottfr.,Schlachthofweg,10,Chef der Berner Molkerei,,,
Koch,Herrn.,Kesslergasse,31,Buchbinder,,,
Kocher,Alex.,Alpeneckstr.,13,Kreispostdirektor,Länggasse,,
Kocher,Emil,Laupenstrasse,23,Registrator und Kanzlist der Oberzolldirektion,,,
Knosp,Ernst,Stadtbachstrasse,48,Generalagent der Societe des auteurs-compositeurs et editeurs de musique in Paris,,,
Knuchel,Alex.,Hallerstrasse,8,Commis,Länggasse,,
Knuchel,Joh.,Stalden,16,Schreiner,,,
Knuchel,J. Fr.,Hallerstr.,41,Lehrer a. d. Primarschule d. oberen Stadt,Länggasse,,
Knuchel,L. M.,Hallerstrasse,41,Lehrerin a. d. Primarschule der oberen Stadt,Länggasse,,
Klötzli,C.,Gerechtigkeitsg.,47,"Wwe., Garn- und Merceriehandlung",,,
Kolb,A.,Rosenweg,13,Angestellter,Weissenbühl,,
Kolb,Christoph,Thunstrasse,16,Bäckermeister,Kirchenfeld,,
Kolb,Elisabeth,Rosenweg,13,Schneiderin,Weissenbühl,,
Kolb,Friedr.,Rosenweg,15,Zuckerbäckermstr.,Weissenbühl,,
Koller,Beat,Lorrainestr.,16,Arzt,,Dr. med.,
Kölliker,Aug.,Freie Strasse,26,Mechaniker (Firma Kölliker & Hanert),Länggasse,,
Kolly,J. B. A.,Postgasse,18,Sekretär d. J. S.,,,
König,Alb.,Jägerweg,12,Avanzleiseketär b. Landwirtschaft-Departement,Breitenrain,,
König,Camille,Falkenplatz,4,Kindergärtnerin,Grosse Schanze,,
König,Emil,Stockerenw.,17,Lehrer am städt. Gymnasium,Wyler,Dr. phil.,
König,Heinrich,Neufeldstrasse,11,Buchbinder,Länggasse,,
Oesterle,Fr.,Effingerstrasse,57,Handelsmann,Mattenhof,,
Waber,,Badgasse,9,Ausläuferin,Matte,Wwe.,
Fasola,L.,Murtenstr.,37,Marmorarbeiter,Linde,,
Fässler,Alex.,Cäcilienstr.,27,Kanzlist der Schweiz; landw. Versuchs- u. Untersuchungsanstalten,Mattenhof,,
Kern,Karol.,Laupenstrasse,5,,,,Witwe
Faulbaum-Egli,Joh,Zähringerstrasse,36,Pension,Länggasse,,
Favre,Alb.,Fischerweg,6,Postcommis,Länggasse,,
Fazan,Ed.,Effingerstrasse,67,Sauerkraut- u. Sauerriibenfabrikation in Bümpliz,Mattenhof,,"Bümpliz 1121; Bureau u. Wohnung: Mattenhof, Effingerstrasse 67"
Federer,Ad. J.,Brunnhofweg,22,Ingenieur b. eidg. Amt für geistiges Eigentum,Mattenhof,,
Fehlbaum,A.,Marzilistrasse,15,Handelsmann,Marzili,,
Galli,Gottl.,Freie Strasse,33,Telegraphenbeamter,Längg.,,
Zurmütile,A. C. E.,Marzilistrasse,15,Militärschneiderin,,Wwe.,
Fehlmann,Joh. Rud.,Giessereiweg,16,Camionneur,Sulgenbach,,
Fehr,J. K.,Wallgasse,8,Telegr.-Direktor,,,
Feissli,Joh.,Sulgeneckstrasse,4 a,Gärtnermeister,,,
Felber,Julia,Zähringerstrasse,63,Telephonistin,Länggasse,,
Felix,Jules,Fischerweg,6,Lehrer am städt. Gymnas.,Längg.,,
Feilenberg-v. Bonstetten,Edm.,Schwarzthorstr.,36,Dr. phil.,Mattenhof,Dr. phil.,(Sonnenhof)
Reisse,C. A.,Terrassenw.,10,,Stadtb.,Wwe.,Wwe. des Spitaleinziehers
Thormann,Fr.,Muristr.,26,Kaufmann,,,"Villa Beata, Muristalden"
Feiler,A.,Mauerrain,5,Versicherungs-Inspektor,Stadtbach,,
Feiler,Ad.,Neuhäuserweg,9,Spenglermeister,Weissenbühl,,
Feiler,Chr.,Freiburgstrasse,52,Magazinier,Hoiligen,,
Feiler,F. A.,Mauerrain,5,Souschef d. S. C. B.,Stadtbach,,
Feiler,G.,Philosophenweg,25,Gipser,Mattenhof,,
Feiler,Gottlieb,Platanenweg,3,Briefträger,Lorraine,,
Feiler,Joli.,Murtenstr.,42,II. Sekretär des Eisenbahn-Departem.,Linde,,
Feiler,Jul. Rob.,Zähringerstrasse,25,Techniker,Länggasse,,
Feiler,Lina,Belpstrasse,55,Damenschneiderin,Mattenhof,,
Feiler,Rosa,Murtenstr.,42,Lehrerin a. d. Friedbühlschule,Linde,,
Feiler,Rosa Emma,Kirchenfeldstrasse,8,Bureaulistin,,,
Gabi,Hans,Schwarzthorstrasse,96,Buchhalter,Mattenhof,,
Gafner,Chr.,Muristrasse,38a,Schreinermeister,,,Brunnadernweg 40
Gafner,Dl.,Bühlplatz,6,Lehrer a. d. Länggassschule,Länggasse,,
Gaggione,C.,Kanonenweg,16,Entrepreneur,Grosse Schanze,,
Gähr,R.,Metzgergasse,68,Zimmervermieter,,,
Galei,J. F.,Quartierhof,8a,Schneider,Lorraine,,
Gali,Hans,Schwarzthorstrasse,96,Buchhalter,Mattenhof,,
Galle,H.,Thunstrasse,22,Vice-Direktor des Internat. Bureau des Weltpostvereins,Kirchenfeld,,
Gallay,Aug.,Drosselweg,27,Kanzlist bei der Alkoholverwaltung,Länggasse,,
Galli,E.,Zeltweg,7,Manövrist,Länggasse,,
Galli,Ernst,Neubrückstrasse,5,Telegraphist,Brückfeld,,
Galli,J. G.,Herrengasse,20,Gärtnermeister,,,
Galli,Ulr.,Ahornweg,1,Weichenwärter,Länggasse,,
de Gama,Domenico,Christoffelgasse,4,Sekretär der brasilianischen Gesandtschaft,,,
Gammenthaler,Alb.,Wankdorfweg,52,Briefträger,Wyler,,
Gammenthaler,Lina,Giessereiweg,18,Damenschneiderin,Sulgenbach,,
Gammeter,Ad.,Schauplatzgasse,15,Schreiner und Glaser (Sohn),,,Angabe '(9)' in source
Gamper,J.,Junkerngasse,38,Prediger der Baptisten-Gemeinde,,,
Ganguillet-Kraft,M. W.,Vereinsweg,1,Privatier,Länggasse,,
Gantenbein-Diethelm,El.,Spitalgasse,14,Weisswaren- und Broderiehandlung,Länggasse,,Firmenangabe: Finkenrain 11 (Länggasse)
Ganting,A.,Manenstrasse,23,Musik- und Sprachlehrerin; Fabrikation künstl. Papierblumen; Spezereihandlung,Kirchenfeld,,Frl.
Ganz,G.,Langmauerweg,15,Möbel-Schreiner,,,Werkstatt-Angabe: Altenbergstrasse 5
Ganzhorn,Tak. Fr.,Gerbergasse,26,Schreiner (bei Hr. Wetli),Matte,,bei Hrn. Wetli
Garbani & Cie.,,Lorrainestrasse,15,Comestibles und Spezereihandlung,,,
Hotel de la Gare,,Neuen gasse,25,Hotel (J. Stalder),,,
Garin-Grossen,P. M.,Amthausgasse,12,Schriftsetzer und Pensionshalter,,,
Garnier,P.,Bogenschützenstrasse,9,Wein- und Liqueurhandlung,Kirchenfeld,,Weitere Geschäftsstellen/Büro in Quelleintrag
Gäumann,Ernst,Bühlstrasse,40,Mechaniker,Länggasse,,
Gautier,G. A.,Aarbergergasse,43,Kutscher,,,
Gauthier,C. R.,Brunnhofweg,21,Kupferdrucker,Mattenhof,,
Gautschi,A.,Speichergasse,9,Bäcker,,,
Gautschi,Herrn.,Herrengasse,12,Küfer,,,
Gautschi,J. Otto,Wohlenstrasse,1,Baumeister,Linde,,in Firma Anselmier & Gautschi
Gautschi,J. R.,Könizstrasse,66,Parqueteur,Mattenhof,,
Gautschi,Marie,Laupenstrasse,5,Pensionshalterin,,,Frl.
Gautschi,Otto,Schwarzenburgstrasse,16,Bäckermeister,Mattenhof,,
Gavillet,L.,Stationsweg,23,Postangestellter,,,
"Gebhardt, Rösch & Schatzmann",,Hirschengraben,10,Buchdruckerei,,,Nachfolger von Rieder & Simmen
Gedeon,Albert Joseph,Äusseres Bollwerk,7,Commis,,,
Geelhaar,Anna,Neuengasse,23,Oberlehrerin der Privat-Mädchenschule,,,Frl.
Geering,Heinr.,Quartierhof,8f,Zimmermann,Lorraine,,
Sehärer,Bertha,Brunngasse,64,,,,Wwe.
Brügger,B. A.,Gerechtigkeitsgasse,30,Buraulistin,,,
Burkhalter,Elise,Vereinsweg,23,,Längg.,,Wwe.
Wenger,Otto,Brunngasse,44,Postangestellter,,,
Briillhard,Anna,Kramgasse,38,,,,
Pauli,E.,Murtenstrasse,58,Damenschneiderin,Linde,,
Sommer,Marg.,Murtenstrasse,58,,Linde,,Witwe
Brüllhardt,A.,Murtenstrasse,24,Schreinermeister,Linde,,
Brüllmann-Gutmann,M. L.,Schifflaube,28,,Matte,,Wwe.
Brüngger,Wilh. Friedr.,Thunstrasse,22,Angestellter d. eidg. topogr. Bureau,Kirchenfeld,,
Wymann,F.,Kramgasse,28,Papier- und Kunsthandlung; Japan- und Chinawaren; Specialitäten-Geschäft; Schreib- u. Rechenmaschinen,,,
Brunner,Adolf,Gerechtigkeitsgasse,31,eidg. Beamter,,,
Brunner,Albrecht,Badgasse,33,Schreiner,,,
Brunner,Emil,Lorrainestrasse,23,March.-Taill.,,,
Brunner,E.,Lorrainestrasse,27,,,,Witwe; Privatiere
Brunner,Eugen,Allmendweg,2,Bureauangestellter,Spitalacker,,
Brunner,Friedr.,Bühlstrasse,26,Abwart,Länggasse,,
Brunner,Friedr.,Villettenmattstrasse,11,Titelverwalter der Schweiz. Volksbank,Mattenhof,,
Brunner,Friedr.,Melchenbühlweg,56,Viehhändler,Schosshalde,,
Brunner,Gaston,Zeughausgasse,26,March.-Taill.,,,
Brunner,Gottl.,Bundesrain,14,Schuhmacher,,,
Brunner,Hans,Breitenrainstrasse,16,Prokurist der Eidg. Bank,,,
Brunner,Ida,Bärenplatz,4,Klav.-Lehrerin,,,Frl.
Brunner,Joh.,Marzilistrasse,2 a,Schlosser,,,
Brunner,Jos.,Murtenstrasse,24,Angestellter d. eidg. Bekleidungskontr.,Linde,,
Brunner,Sam.,Aarbergergasse,53,Schuhmachermstr. u. Schuhhandlung,,,
Brunner,Victor,Mittelstrasse,7,Kaufmann,Längg.,,
Brunner,Wilhelm,Kramgasse,87,Oberstlieut.,,,auch Breitenrainstrasse 29
Brunner,Xaver,Junkerngasse,46,Goldarbeiter,,,
Häufle,G.,Neueng.,14,Schlosser,,,
Haug,A.,Länggassstrasse,15,Kunstmaler,,,
Haugk,Frz. Gust.,Metzgergasse,50,Musiker,,,
Häuptli,E.,Schwarzthorstrasse,57,Architekt und Baumeister,,,in Firma Häuptli & Cie.
Häuptli,Hans,Schauplatzgasse,9,"Notariats-, Verwaltungs- und Inkassogeschäft",,,
Wägli,Chr.,Schwarzthorstrasse,57,Privatier,,,
Haupt-Ginzberg,,Theaterplatz,7,Wirt z. Café du Théatre,,Herrn.,auch Hotelgasse 10
Hauri,Rud.,Postgasse,26,Schreiner,,,in Fa. Herren & Hauri
Hauri,R. K.,"Länggasse, Lerchenw.",26,Buchdrucker,,,in Fa. Wälchli & Hauri
Hauri,Saml. Gottl.,Brunnhofweg,24,Bannangestellter,Mattenhof,,
Biirki,Jak.,Altenbergstrasse,4,Schmied,,,
Hagenbach,Jak.,Mattenhofstr.,29,Registrator der Oberzolldirektion,,,
Hausammann,Anna,Münzgraben,3,Lebküchlerin,,Frl.,
Hausammann,Fritz,Seidenweg,33,Bahnarbeiter,Längg.,,
Hausammann,Hans,Ausserholligen,27,Gerber,,,
Hausammann,J.,Gerberasse,26,Spezereihandlung,Matte,,
Hausammann,F.,Schifflaube,12,Magaziner,Matte,,
Hausammann,Maria,Cäcilienstrasse,31,Privatiere,Mattenhof,,
Hausammann,Niki.,Amthausg.,7,Landjäger,,,Planton im Amthaus
Hausammann,Saml.,Beundenfeldstrasse,21,gew. Wirt,,,
Blatter,Ernst Saml.,Beundenfeldstrasse,21,Kaufmann,,,
Häuselmann,G.,Altenbergstrasse,14,Wagner,,,
Häuselmann,Jak.,Flurweg,19,Milchhändler,Wyler,,
Häuselmann,Math.,Junkerngasse,29,Damenschneiderin,,,
Hauser,Adolf,Hallerstrasse,5,Hotelier,Längg.,,Grossrat
Hauser,Fr.,Marktgasse,45,Polizeikorporal,,,
Hauser,Fried.,Belpstrasse,43,Möbelschreiner,Mattenhof,,
Hauser,Gottfr.,Stalden,14,Schneider,,,
Hauser,H.,Mattenhofstr.,32,Uhrengeschäft,,,
Hauser,Joh. Kaspar,Forstweg,55,Webermeister,Längg.,,
Hauser,K.,Schauplatzgasse,39,Hotelier,,,
Hauser,K. Fr.,Schifflaube,16,Posamenter,Matte,,
Hauser,L.,Freie Strasse,43,Tramway-Controleur,Längg.,,
Hauser,Martin,Sulgenauweg,6,I. Sekr. d. Telegr.-Direkt.,Sulgenbach,,
Hauser,Niki.,Ländteweg,1,Angestellter beim Gaswerk,(Aarzielehof),,
Hauser,Rud.,Ausserholligen,93,Arbeiter (bei Hrn. Hirter),,,Arbeiter bei Hrn. Hirter
Hauser,Rud.,Freie Strasse,43,Privat,Längg.,,
Hauser,Silv. E.,Freiburgstrasse,52,Bahnangestellter,Holligen,,
Hauser,Steph.,Freiburgstrasse,82a,Manövrist,Holligen,,
Häusermann,Jak.,Brunnhofweg,32,Privatier,Mattenhof,,
Hausherr,Otto,Spitalgasse,55,Optiker und Elektriker,,,
Hausin,Karl,Dählhölzliweg,3,Pflasterer,Kirchenfeld,,
Häusler,Friedr.,Belpstrasse,47,Banzeichner,Mattenhof,,
Häusler,Rob.,"Beaumont, Werdtweg",17,"Architekturbureau und Vertretung für Rollladen, Jalousien, Holzstoren etc.",,,
Hausmann,Bertha,Bühlstrasse,49,Damenschneiderin,Länggasse,,
Hausmann,Ernst,Zähringerstrasse,38,Obermeister,Länggasse,,
Hausmann,Ernst Jak.,Brunnhofweg,27a,Dekorationsmaler,Mattenhof,,
Hausmann,Lse.,Bühlstrasse,49,Korsettmacherin,Länggasse,,
Hausmann,Slarg.,Herrengasse,30,Privatier,,,
Hausmann,Martin,Liebefeld,74,Fabrikant (in Fa. Hausmann & Cie.),,,
Hausmann,S.,Schlachthofweg,2,Abwart der Tierarzneischule,,,
Haussener,Chr.,Stalden,32,Privatier,,,
Haussener,Ed.,Neuengasse,11,Schweinemetzger,,,
Haussener,Karl L. Ed.,Belpstrasse,51,Postcommis,Mattenhof,,
Ritz,,Hirschengr.,9,"Arzt und Docent für Ohren-, Nasen- und Halskrankheiten",,Dr. med.,"Auch: Stadtbach, Finkenhubelweg 22"
Farr,,Kornhausplatz,12,Lehrerin der englischen Sprache,,Frau,
Hädiger,,Nägeligasse,5,,,,Witwe
Hertig,Lis.,Lorrainestrasse,38,,,,Witwe
Hofer,Emil,Feldeckweg,6,Angestellt in Fa. Gebr. Löscher & Cie.,Kirchenfeld,,
Kissling,R.,Weissenbühlweg,31,Bankbeamter,,,
Stautfer,Maria,Bernastrasse,12,,Kirchenfeld,,Wwe.
Lüssi-Brack,Anna,Schwarzthorstr.,59,,Mattenhof,,Witwe
Lüssy-Wagner,E.,Muristrasse,1,Ingenieur,Schosshalde,,
Lustenberger-Harder,Sylv.,Seilerstrasse,7a,Redaktor,Mattenhof,,"Ab 1. Mai 1900 an Länggasse, Falkenplatz Nr. 11"
Luternau-Metlifessel,Fr.,Bierhübeliweg,11,Registrator des Ober-Kriegskommissariats,,,
Liithard,A.,Ulmenweg,4,,Lorraine,,Wwe. des Kapellmeisters
Lüthi,Ad.,Könizstr.,8,Schulaufseher,Mattenhof,,
Lüthi,Anna Maria,Tiefenaustrasse,39,Lehrerin,,,
Lüthi,Chr.,Scheibenweg,22a,Mechaniker,Wyler,,
Lüthi,E. H.,Schauplatz,15,Malermeister,,,
Lüthi,Ed.,Aarstrasse,28,Mechaniker in der Telegraphen-Werkstätte,Matte,,
Lüthi,Elise,Beundenfeldstrasse,36,Bierdepothalterin,,,
Lüthi,Fr.,Rodtmattweg,52a,Kanzlist der Alkoholverwaltung,Wyler,,
Lüthi,Fr.,Donnerbühlweg,5,Telegraphist,Längg.,,
Lüthi,Friedr.,Lorrainestrasse,20,Spezerei- / Käse- und Ankenhandlung,,,
Lüthi,Fritz,Stadtbachstr.,8,Bäckermeister,,,
Lüthi,Gottfr.,Lorrainestr.,38,Postcommis,,,
Lüthi,Gottfr.,Schönauweg,2,Bäckermeister,Sandrain,,
Lüthi,Gottl.,Wasserwerkgasse,12,Medizinische Werkstätte,Matte,,
Lüthi,Gottl.,Freiburgstr.,72,Telephonarbeiter,Holligen,,
Lüthi,Gottl.,Postg.,18,Drechslermeister,,,
Lüthi,Gottl.,Erlachstrasse,3,Wirt (Cafe Beaulien),Längg.,,
Lüthi,Hans,Altenbergstrasse,48,Schlosser,,,
Lüthi,Jak.,Mattenenge,13,Maurer,,,
Lüthi,Jak.,Ahornweg,3,Schneider,Länggasse,,
Lüthi,J.,Gerechtigkeitsgasse,29,Lehrer der Primarschule der mittleren Stadt,,,
Lüthi,J. J.,Altenbergstrasse,53,Schuhmachermeister,,,
Lüthi,J. J.,Badgasse,3,Maurer,Matte,,
Lüthi,J. J.,Metzgergasse,6,Dienstmann,,,
Lüthi,J. J.,Mattenhofstrasse,31,Droguist,,,
Lutz,Joh.,Amthausgasse,7,Planton beim Regierungs-Stattshalteramt,,,
Lutz,Joh.,Militärstrasse,46,Mechaniker,Beundenfeld,,
Lutz,Joh.,Ahornweg,3,Schriftsetzer,Längg.,,
Lutz,Joh.,Zähringerstr.,16b,Brot- und Zuckerbäcker,Länggasse,,
Petersen,Hans,Tannenweg,15 a,in Firma Nebel & Petersen,Längg.,,
Peteut,Charles,Donnerbühlweg,3,Postcommis,Längg.,,
Petion,C. I.,Effingerstrasse,12 b,,Mattenhof,,Wwe.
Petit,Fr.,Seilerstrasse,7 b,Chef der Materialverwaltung d. J. S.,Mattenhof,,
